Date;Year;Month;Day;Weekday;Name;Type;Details
16/04/2005;2005;4;16;Saturday;Emancipation Day;State holiday;DC
18/04/2005;2005;4;18;Monday;Patriot's Day;State holiday;Maine, Massachusetts
18/04/2005;2005;4;18;Monday;Boston Marathon;Sporting event; 
21/04/2005;2005;4;21;Thursday;The Prophet's Birthday;Muslim; 
21/04/2005;2005;4;21;Thursday;San Jacinto Day;State holiday;Texas
22/04/2005;2005;4;22;Friday;Oklahoma Day;Local observance;Oklahoma
24/04/2005;2005;4;24;Sunday;Passover (first day);Jewish holiday; 
25/04/2005;2005;4;25;Monday;Confederate Memorial Day;State holiday;Mississippi
25/04/2005;2005;4;25;Monday;Confederate Memorial Day;State holiday;Alabama
25/04/2005;2005;4;25;Monday;Confederate Heroes' Day;State holiday;Georgia
26/04/2005;2005;4;26;Tuesday;Confederate Heroes' Day;Local observance;Florida
27/04/2005;2005;4;27;Wednesday;Administrative Professionals Day;Observance; 
28/04/2005;2005;4;28;Thursday;Take our Daughters and Sons to Work Day;Observance; 
29/04/2005;2005;4;29;Friday;Orthodox Good Friday;Orthodox; 
29/04/2005;2005;4;29;Friday;Arbor Day;State holiday;Nebraska
30/04/2005;2005;4;30;Saturday;Orthodox Holy Saturday;Orthodox; 
01/05/2005;2005;5;1;Sunday;Last Day of Passover;Jewish holiday; 
01/05/2005;2005;5;1;Sunday;Orthodox Easter;Orthodox; 
01/05/2005;2005;5;1;Sunday;Law Day;Observance; 
01/05/2005;2005;5;1;Sunday;Loyalty Day;Observance; 
01/05/2005;2005;5;1;Sunday;Lei Day;Local observance;Hawaii
02/05/2005;2005;5;2;Monday;Orthodox Easter Monday;Orthodox; 
04/05/2005;2005;5;4;Wednesday;Kent State Shootings Remembrance;Local observance;Ohio
04/05/2005;2005;5;4;Wednesday;Rhode Island Independence Day;Local observance;Rhode Island
05/05/2005;2005;5;5;Thursday;Ascension Day;Christian; 
05/05/2005;2005;5;5;Thursday;Yom HaShoah;Jewish commemoration; 
05/05/2005;2005;5;5;Thursday;Cinco de Mayo;Observance; 
05/05/2005;2005;5;5;Thursday;National Day of Prayer;Observance; 
06/05/2005;2005;5;6;Friday;Kentucky Oaks;Sporting event; 
06/05/2005;2005;5;6;Friday;National Nurses Day;Observance; 
07/05/2005;2005;5;7;Saturday;Kentucky Derby;Sporting event; 
08/05/2005;2005;5;8;Sunday;Mother's Day;Observance; 
08/05/2005;2005;5;8;Sunday;Truman Day;State holiday;Missouri
08/05/2005;2005;5;8;Sunday;Victory in Europe Day;Observance; 
09/05/2005;2005;5;9;Monday;Truman Day observed;State holiday;Missouri
10/05/2005;2005;5;10;Tuesday;Confederate Memorial Day;State holiday;North Carolina, South Carolina
12/05/2005;2005;5;12;Thursday;Yom Ha'atzmaut;Jewish holiday; 
15/05/2005;2005;5;15;Sunday;Pentecost;Christian; 
15/05/2005;2005;5;15;Sunday;Peace Officers Memorial Day;Observance; 
16/05/2005;2005;5;16;Monday;Whit Monday;Christian; 
20/05/2005;2005;5;20;Friday;National Defense Transportation Day;Observance; 
21/05/2005;2005;5;21;Saturday;Armed Forces Day;Observance; 
21/05/2005;2005;5;21;Saturday;Preakness Stakes;Sporting event; 
22/05/2005;2005;5;22;Sunday;Trinity Sunday;Christian; 
22/05/2005;2005;5;22;Sunday;National Maritime Day;Observance; 
25/05/2005;2005;5;25;Wednesday;National Missing Children's Day;Observance; 
26/05/2005;2005;5;26;Thursday;Corpus Christi;Christian; 
27/05/2005;2005;5;27;Friday;Lag BaOmer;Jewish holiday; 
30/05/2005;2005;5;30;Monday;Memorial Day;Federal Holiday; 
30/05/2005;2005;5;30;Monday;Jefferson Davis' Birthday;Local observance;Mississippi
01/06/2005;2005;6;1;Wednesday;Statehood Day;Local observance;Kentucky, Tennessee
03/06/2005;2005;6;3;Friday;Jefferson Davis' Birthday;Local observance;Florida
06/06/2005;2005;6;6;Monday;Jefferson Davis' Birthday;State holiday;Alabama
06/06/2005;2005;6;6;Monday;D-Day;Observance; 
11/06/2005;2005;6;11;Saturday;Kamehameha Day;State holiday;Hawaii
11/06/2005;2005;6;11;Saturday;Belmont Stakes;Sporting event; 
13/06/2005;2005;6;13;Monday;Shavuot;Jewish holiday; 
14/06/2005;2005;6;14;Tuesday;Army Birthday;Observance; 
14/06/2005;2005;6;14;Tuesday;Flag Day;Observance; 
17/06/2005;2005;6;17;Friday;Bunker Hill Day;State holiday;Massachusetts
19/06/2005;2005;6;19;Sunday;Father's Day;Observance; 
19/06/2005;2005;6;19;Sunday;Juneteenth;Local observance;All except AZ, HI, MD, MT, ND, NH, SD, TX, UT
19/06/2005;2005;6;19;Sunday;Emancipation Day;State holiday;Texas
20/06/2005;2005;6;20;Monday;West Virginia Day;State holiday;West Virginia
21/06/2005;2005;6;21;Tuesday;June Solstice;Season; 
04/07/2005;2005;7;4;Monday;Independence Day;Federal Holiday; 
13/07/2005;2005;7;13;Wednesday;Nathan Bedford Forrest Day;Local observance;Tennessee
14/07/2005;2005;7;14;Thursday;Bastille Day;Observance; 
24/07/2005;2005;7;24;Sunday;Pioneer Day;State holiday;Utah
24/07/2005;2005;7;24;Sunday;Parents' Day;Observance; 
25/07/2005;2005;7;25;Monday;Pioneer Day observed;State holiday;Utah
27/07/2005;2005;7;27;Wednesday;National Korean War Veterans Armistice Day;Observance; 
01/08/2005;2005;8;1;Monday;Colorado Day;Local observance;Colorado
04/08/2005;2005;8;4;Thursday;Coast Guard Birthday;Observance; 
07/08/2005;2005;8;7;Sunday;Purple Heart Day;Observance; 
08/08/2005;2005;8;8;Monday;Victory Day;State holiday;Rhode Island
14/08/2005;2005;8;14;Sunday;Tisha B'Av;Jewish holiday; 
15/08/2005;2005;8;15;Monday;Assumption of Mary;Christian; 
16/08/2005;2005;8;16;Tuesday;Bennington Battle Day;State holiday;Vermont
19/08/2005;2005;8;19;Friday;Hawaii Statehood Day;State holiday;Hawaii
19/08/2005;2005;8;19;Friday;National Aviation Day;Observance; 
21/08/2005;2005;8;21;Sunday;Senior Citizens Day;Observance; 
26/08/2005;2005;8;26;Friday;Women's Equality Day;Observance; 
27/08/2005;2005;8;27;Saturday;Lyndon Baines Johnson Day;State holiday;Texas
01/09/2005;2005;9;1;Thursday;Isra and Mi'raj;Muslim; 
05/09/2005;2005;9;5;Monday;Labor Day;Federal Holiday; 
09/09/2005;2005;9;9;Friday;California Admission Day;Local observance;California
10/09/2005;2005;9;10;Saturday;Carl Garner Federal Lands Cleanup Day;Observance; 
11/09/2005;2005;9;11;Sunday;Patriot Day;Observance; 
11/09/2005;2005;9;11;Sunday;National Grandparents Day;Observance; 
16/09/2005;2005;9;16;Friday;Constitution Day and Citizenship Day observed;Observance; 
16/09/2005;2005;9;16;Friday;National POW/MIA Recognition Day;Observance; 
17/09/2005;2005;9;17;Saturday;Constitution Day and Citizenship Day;Observance; 
18/09/2005;2005;9;18;Sunday;Air Force Birthday;Observance; 
22/09/2005;2005;9;22;Thursday;September Equinox;Season; 
22/09/2005;2005;9;22;Thursday;Emancipation Day;Local observance;Ohio
23/09/2005;2005;9;23;Friday;Native American Day;Local observance;California
25/09/2005;2005;9;25;Sunday;Gold Star Mother's Day;Observance; 
03/10/2005;2005;10;3;Monday;Child Health Day;Observance; 
04/10/2005;2005;10;4;Tuesday;Feast of St Francis of Assisi;Christian; 
04/10/2005;2005;10;4;Tuesday;Rosh Hashana;State holiday;Texas***
04/10/2005;2005;10;4;Tuesday;Rosh Hashana;Jewish holiday; 
05/10/2005;2005;10;5;Wednesday;Ramadan Starts;Muslim; 
09/10/2005;2005;10;9;Sunday;Leif Erikson Day;Observance; 
09/10/2005;2005;10;9;Sunday;Chicago Marathon;Sporting event; 
10/10/2005;2005;10;10;Monday;Columbus Day;Federal Holiday;All except AK, AR, HI, NV
10/10/2005;2005;10;10;Monday;Native Americans' Day;Local observance;South Dakota
10/10/2005;2005;10;10;Monday;Indigenous People's Day;Local observance;California*
13/10/2005;2005;10;13;Thursday;Navy Birthday;Observance; 
13/10/2005;2005;10;13;Thursday;Yom Kippur;State holiday;Texas***
13/10/2005;2005;10;13;Thursday;Yom Kippur;Jewish holiday; 
15/10/2005;2005;10;15;Saturday;White Cane Safety Day;Observance; 
15/10/2005;2005;10;15;Saturday;Sweetest Day;Observance;13 states
17/10/2005;2005;10;17;Monday;Boss's Day;Observance; 
18/10/2005;2005;10;18;Tuesday;First Day of Sukkot;Jewish holiday; 
18/10/2005;2005;10;18;Tuesday;Alaska Day;State holiday;Alaska
24/10/2005;2005;10;24;Monday;Last Day of Sukkot;Jewish holiday; 
25/10/2005;2005;10;25;Tuesday;Shmini Atzeret;Jewish holiday; 
26/10/2005;2005;10;26;Wednesday;Simchat Torah;Jewish holiday; 
28/10/2005;2005;10;28;Friday;Nevada Day;State holiday;Nevada
30/10/2005;2005;10;30;Sunday;Lailat al-Qadr;Muslim; 
30/10/2005;2005;10;30;Sunday;Daylight Saving Time ends;Clock change/Daylight Saving Time; 
31/10/2005;2005;10;31;Monday;Halloween;Observance; 
01/11/2005;2005;11;1;Tuesday;All Saints' Day;Christian; 
01/11/2005;2005;11;1;Tuesday;Diwali/Deepavali;Observance, Hinduism; 
02/11/2005;2005;11;2;Wednesday;All Souls' Day;Christian; 
04/11/2005;2005;11;4;Friday;Eid al-Fitr;Muslim; 
06/11/2005;2005;11;6;Sunday;New York City Marathon;Sporting event; 
08/11/2005;2005;11;8;Tuesday;Election Day;Observance; 
10/11/2005;2005;11;10;Thursday;Marine Corps Birthday;Observance; 
11/11/2005;2005;11;11;Friday;Veterans Day;Federal Holiday; 
24/11/2005;2005;11;24;Thursday;Thanksgiving Day;Federal Holiday; 
25/11/2005;2005;11;25;Friday;Day After Thanksgiving;State holiday;19 states
25/11/2005;2005;11;25;Friday;Family Day;State holiday;Nevada
25/11/2005;2005;11;25;Friday;Acadian Day;State holiday;Louisiana
25/11/2005;2005;11;25;Friday;Black Friday;Observance; 
27/11/2005;2005;11;27;Sunday;First Sunday of Advent;Christian; 
28/11/2005;2005;11;28;Monday;Cyber Monday;Observance; 
06/12/2005;2005;12;6;Tuesday;St Nicholas Day;Observance; 
07/12/2005;2005;12;7;Wednesday;Pearl Harbor Remembrance Day;Observance; 
08/12/2005;2005;12;8;Thursday;Feast of the Immaculate Conception;Christian; 
12/12/2005;2005;12;12;Monday;Feast of Our Lady of Guadalupe;Christian; 
13/12/2005;2005;12;13;Tuesday;National Guard Birthday;Observance; 
15/12/2005;2005;12;15;Thursday;Bill of Rights Day;Observance; 
17/12/2005;2005;12;17;Saturday;Pan American Aviation Day;Observance; 
17/12/2005;2005;12;17;Saturday;Wright Brothers Day;Observance; 
21/12/2005;2005;12;21;Wednesday;December Solstice;Season; 
23/12/2005;2005;12;23;Friday;Christmas Eve observed;State holiday;Texas
24/12/2005;2005;12;24;Saturday;Christmas Eve;Observance, Christian; 
24/12/2005;2005;12;24;Saturday;Christmas Eve;State holiday;Texas
25/12/2005;2005;12;25;Sunday;Christmas Day;Federal Holiday; 
26/12/2005;2005;12;26;Monday;Chanukah/Hanukkah (first day);Jewish holiday; 
26/12/2005;2005;12;26;Monday;Kwanzaa (first day);Observance; 
26/12/2005;2005;12;26;Monday;Christmas Day observed;Federal Holiday; 
26/12/2005;2005;12;26;Monday;Day After Christmas Day;State holiday;Texas
31/12/2005;2005;12;31;Saturday;New Year's Eve;Observance; 
