r2train_per_fold,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
r2test_per_fold,"[0.7455935548157726, -2.5812687625221624, -0.6683193227354438, 0.474752235716713, 0.539813522771404, 0.5135062251030903, 0.1274357997068316, 0.23545076567439993, -0.2961690312236609, 0.642722080099247]"
r2testadj_per_fold,"[0.7405343357354044, -2.652487175413228, -0.7014961274489329, 0.46430696767698854, 0.530662087144699, 0.5038316329886632, 0.11008367072372882, 0.22024666158269757, -0.32194511991276786, 0.635617121464857]"
rmse_per_fold,"[1090.1844247968324, 3614.4422147607575, 2418.8867520544054, 2466.972123672068, 1439.0930985485827, 1697.1776744993397, 1861.749076335168, 1457.1053698524345, 3792.813082644514, 1120.2460135010235]"
mae_per_fold,"[712.1209757924423, 2993.217822719033, 1880.799162980519, 1969.5528508423704, 1218.3117587929012, 953.4104164060658, 1525.796841334034, 1233.4501237071336, 3156.005887683749, 894.5373473295185]"
maep_per_fold,"[5.651640394455915, 23.855885413361932, 14.354461231329665, 11.729640084425574, 8.44780139515477, 7.608425776948385, 12.039800128116758, 9.340043047984645, 18.092102809263167, 6.530787360957505]"
mape_per_fold,"[5.673699742020998, 23.53438287326149, 15.399644272635534, 11.109489300614477, 8.36101512964731, 6.72022245229329, 12.271410171107153, 9.640512676166573, 17.48382776626378, 6.818802377441363]"
smape_per_fold,"[5.59851058644859, 20.30728273174362, 13.68324341641027, 12.039817769551284, 8.834900560849377, 7.1270957596559, 11.459468363930043, 9.024835672935405, 19.528304896958147, 6.702622052157217]"
test_name,plotResults
name,"['kfold_0', 'kfold_1', 'kfold_2', 'kfold_3', 'kfold_4', 'kfold_5', 'kfold_6', 'kfold_7', 'kfold_8', 'kfold_9']"
model_name,['KNeighborsRegressor']
decomposition,eemd
nmodes,5
algorithm,knn
avg_r2train,0.0
std_r2train,0.0
avg_r2test,-0.0266
std_r2test,0.9493
avg_r2testadj,-0.0471
std_r2testadj,0.9682
avg_rmse,2095.867
std_rmse,918.9191
avg_mae,1653.7203
std_mae,808.604
avg_maep,11.7651
std_maep,5.4031
avg_mape,11.7013
std_mape,5.3684
avg_smape,11.4306
std_smape,4.8706
model_params,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': None, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}"
duration,0.09
