r2train_per_fold,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
r2test_per_fold,"[0.7455935548157726, -2.5812687625221624, -0.6683193227354436, 0.4747522357167129, 0.539813522771404, 0.5135062251030903, 0.12743579970683205, 0.23545076567439938, -0.2961690312236607, 0.642722080099247]"
r2testadj_per_fold,"[0.7405343357354044, -2.652487175413228, -0.7014961274489324, 0.4643069676769884, 0.530662087144699, 0.5038316329886632, 0.11008367072372927, 0.22024666158269712, -0.3219451199127674, 0.635617121464857]"
rmse_per_fold,"[1090.1844247968327, 3614.4422147607575, 2418.886752054405, 2466.972123672068, 1439.093098548583, 1697.1776744993397, 1861.7490763351675, 1457.1053698524352, 3792.8130826445135, 1120.2460135010235]"
mae_per_fold,"[712.1209757924424, 2993.217822719033, 1880.799162980519, 1969.5528508423708, 1218.3117587929016, 953.4104164060658, 1525.796841334034, 1233.450123707134, 3156.005887683748, 894.5373473295184]"
maep_per_fold,"[5.6516403944559155, 23.855885413361932, 14.354461231329665, 11.729640084425577, 8.447801395154771, 7.608425776948385, 12.039800128116758, 9.340043047984649, 18.09210280926316, 6.530787360957503]"
mape_per_fold,"[5.673699742020998, 23.534382873261485, 15.399644272635529, 11.10948930061448, 8.36101512964731, 6.720222452293288, 12.27141017110715, 9.640512676166574, 17.483827766263772, 6.818802377441361]"
smape_per_fold,"[5.59851058644859, 20.30728273174362, 13.683243416410267, 12.039817769551286, 8.834900560849379, 7.127095759655898, 11.459468363930043, 9.024835672935406, 19.52830489695814, 6.702622052157216]"
test_name,plotResults
name,"['kfold_0', 'kfold_1', 'kfold_2', 'kfold_3', 'kfold_4', 'kfold_5', 'kfold_6', 'kfold_7', 'kfold_8', 'kfold_9']"
model_name,['KNeighborsRegressor']
decomposition,eemd
nmodes,2
algorithm,knn
avg_r2train,0.0
std_r2train,0.0
avg_r2test,-0.0266
std_r2test,0.9493
avg_r2testadj,-0.0471
std_r2testadj,0.9682
avg_rmse,2095.867
std_rmse,918.9191
avg_mae,1653.7203
std_mae,808.604
avg_maep,11.7651
std_maep,5.4031
avg_mape,11.7013
std_mape,5.3684
avg_smape,11.4306
std_smape,4.8706
model_params,"{'algorithm': 'auto', 'leaf_size': 30, 'metric': 'minkowski', 'metric_params': None, 'n_jobs': None, 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}"
duration,0.15
